date,final,seasonal,seasonal.adjustment,trend,irregular,adjustment.factor
2009-10-01,135588.587477986,0.937883212128192,135588.587477986,135459.706266228,1.00095143578345,0.919929931567815
2009-11-01,135231.051805617,0.935536333304302,135231.051805617,135577.165242852,0.997447111122181,0.944110086369209
2009-12-01,134745.013338146,1.14853107590769,134745.013338146,135853.706203503,0.991839067947869,1.14974941307265
2010-01-01,134751.154031828,1.07703731762773,134751.154031828,136396.410556465,0.987937684592099,1.04180183842316
2010-02-01,136901.084042748,1.02875261506555,136901.084042748,137218.196993876,0.997688987626462,1.01964860962249
2010-03-01,138914.766256691,1.1376127339131,138914.766256691,138166.25918386,1.00541743749344,1.18689326155101
2010-04-01,139877.907606235,0.990313396358399,139877.907606235,139066.964948353,1.00583131053578,0.996561947383508
2010-05-01,138753.566186066,0.928756265467797,138753.566186066,139927.755728915,0.991608601619222,0.913562104991357
2010-06-01,142843.694374527,1.00088076919633,142843.694374527,140755.989244218,1.01483208736991,1.01114718876773
2010-07-01,141578.427019363,0.944909779241682,141578.427019363,141426.557644301,1.00107383915434,0.926821993735344
2010-08-01,141787.185474949,0.951991682990895,141787.185474949,141966.13741437,0.998739474478343,0.955537692254547
2010-09-01,142140.457106849,0.923317468386593,142140.457106849,142484.472107528,0.997585596552449,0.929306143293914
2010-10-01,143251.321125586,0.947585348613301,143251.321125586,142979.235057169,1.00190297610914,0.916584915017219
2010-11-01,144486.442063967,0.935579961836875,144486.442063967,143365.546439138,1.00781844489607,0.960989820335727
2010-12-01,144606.213988658,1.14957240469465,144606.213988658,143548.208004654,1.00737038796033,1.17502557679386
2011-01-01,143933.526709761,1.0800838753496,143933.526709761,143532.17814508,1.00279622708906,1.06241404275707
2011-02-01,142780.541815489,1.02384167887363,142780.541815489,143436.102044377,0.995429600919542,1.01478113304289
2011-03-01,142436.889384836,1.13670869136955,142436.889384836,143409.137380703,0.993220459911934,1.13791448760222
2011-04-01,143023.273427803,0.977706001156733,143023.273427803,143517.74504128,0.996554630834436,0.967800531218242
2011-05-01,144590.855309097,0.965517456295724,144590.855309097,143685.921437015,1.00629799957457,0.969113846795152
2011-06-01,142993.886056651,0.957231152668833,142993.886056651,143855.639988907,0.994009592308497,0.963439793121083
2011-07-01,143506.391946569,0.952478355840595,143506.391946569,144108.282623933,0.995823344318559,0.92131784658921
2011-08-01,144349.774776101,0.946103969514246,144349.774776101,144476.168720174,0.999125157143961,0.987088481578916
2011-09-01,145556.060020332,0.921047874700954,145556.060020332,144870.870258879,1.00472965862792,0.926859383121218
2011-10-01,147012.748106358,0.951325776993782,147012.748106358,145152.683771055,1.01281453630052,0.935762386405255
2011-11-01,144445.895698933,0.918860185910617,144445.895698933,145307.162559984,0.994072784535343,0.928285288766359
2011-12-01,144004.737220353,1.14882921087032,144004.737220353,145551.168798521,0.989375340707093,1.12683793000294
2012-01-01,146236.093258356,1.08153792583213,146236.093258356,145990.139098292,1.00168473132215,1.08556647311097
2012-02-01,146715.12582801,1.03468636097451,146715.12582801,146507.447028282,1.00141753067124,1.07886626621957
2012-03-01,147079.347558463,1.1531158857197,147079.347558463,147036.659373073,1.00029032341711,1.13104254785925
2012-04-01,148371.936480333,0.99208787493801,148371.936480333,147561.514990929,1.00549209249752,1.00117989644012
2012-05-01,148030.496235873,0.965027259500828,148030.496235873,148064.477843874,0.999770494527145,0.966050939747811
2012-06-01,147945.597125345,0.949348740816769,147945.597125345,148618.895078663,0.995469634241586,0.939730567866845
2012-07-01,149819.179964643,0.957684875463548,149819.179964643,149273.445865209,1.00365593556356,0.961252090913776
2012-08-01,150511.341597118,0.945815995765581,150511.341597118,149964.725679381,1.0036449632756,0.966757710455399
2012-09-01,150108.713708548,0.932225503557301,150108.713708548,150702.719654543,0.996058425837596,0.887916475380535
2012-10-01,148595.7180998,0.90916260773037,148595.7180998,151702.731943355,0.979519064661836,0.948546847799042
2012-11-01,151815.492140558,0.918464876618729,151815.492140558,153158.003093019,0.991234470773002,0.924260087172707
2012-12-01,156422.421339488,1.18033268693147,156422.421339488,154899.577879836,1.00983116597537,1.16102281530246
2013-01-01,155151.154903195,1.03594139410029,155151.154903195,156715.780950657,0.990016155118709,1.03704029854235
2013-02-01,159041.882306107,1.04011539800503,159041.882306107,158629.230943336,1.00260135764585,1.03091083696074
2013-03-01,162489.464336896,1.18730506195928,162489.464336896,160506.113158652,1.0123568575627,1.14846215267895
2013-04-01,162962.302192452,0.977117438715171,162962.302192452,162146.906061739,1.00502874924053,1.00365543318629
2013-05-01,164125.651492262,0.966621126236375,164125.651492262,163569.413275143,1.00340062488445,0.988023496178752
2013-06-01,164579.052143624,0.961892832662969,164579.052143624,164868.406634712,0.998244936692276,0.916173705195574
2013-07-01,165620.372645595,0.956133418418023,165620.372645595,166130.806840314,0.996927516308224,0.997552398662559
2013-08-01,167160.78727313,0.942913607848736,167160.78727313,167395.205445445,0.9985996123862,0.924864033736526
2013-09-01,170070.868861469,0.934670382524632,170070.868861469,168568.906272387,1.00891008088203,0.943236199555536
2013-10-01,170192.365479751,0.920075893852875,170192.365479751,169523.096409716,1.00394795213284,0.921051890653991
2013-11-01,170626.590817208,0.942356214705754,170626.590817208,170266.809181593,1.00211304620873,0.932808885401164
